strain,type,rating,effects,flavor,description
Green-Crack-Extreme,sativa,4.6,"Energetic,Creative,Focused,Euphoric,Uplifted","Sweet,Earthy,Spicy/Herbal","This is the more “extreme” sister of the original Green Crack that will leave you with the same creative mental effects but may not leave you quite as focused. Green Crack Extreme’s dense buds will be bright green and covered in sugary crystals that fit with its sweet candy smell. Contrary to its extreme name, this strain is helpful in reducing stress and getting inspired."
Green-Door-Kush,hybrid,4.5,"Happy,Relaxed,Euphoric,Creative,Hungry","Spicy/Herbal,Citrus,Woody","Green Door Kush is a hybrid strain that is known for producing great medical effects when it comes to pain and nausea while remaining active enough for daytime use. This balanced hybrid can be hard to find, but it is sure to deliver results for those who need potency and is recommended for those dealing with digestive issues, pain issues, or chronic nausea as a result of other treatments or medications. The buds are usually popcorn-sized or larger and fairly dense."
Green-Dragon,indica,4.2,"Uplifted,Happy,Focused,Energetic,Relaxed","Sweet,Earthy,Pungent","Green Dragon is a cross of two indicas, Afghani and Turkish Gummy. Bred by Master Thai, these timeless buds are striking in appearance, aroma, and effects. Green Dragon is commonly depended upon for pain management, providing a lift often described as colorful. Suitable for any growing environment, a heavy yield can be expected to flower at around 50 days."
Green-Dream,hybrid,4.4,"Happy,Uplifted,Creative,Euphoric,Hungry","Earthy,Citrus,Flowery",Green Dream is a sativa-dominant hybrid cross of Green Crack and Blue Dream.  
Green-Goblin,sativa,4.3,"Uplifted,Euphoric,Happy,Focused,Creative","Sweet,Pine,Diesel","Green Goblin is either the family-friendly name of Green Crack or a specific phenotype of the Green Crack plant. Either way, it is most likely a cross of Northern Lights with Skunk #1, but some versions seem to have some diesel mixed in as well. The pungent aroma of the Goblin is overall musky and skunky with hints of that diesel fuel, and the buds will be a forest green with rusty orange hairs. This strong sativa will leave most happy, dreamy, and sometimes creative and extra-alert. The head buzz is coupled with relaxing body effects that continue on even after the mind clears."
Green-Goddess,hybrid,4.6,"Euphoric,Relaxed,Aroused,Happy,Uplifted","Citrus,Earthy,Flowery","Green Goddess is an indica-dominant hybrid that descends from Skunk #1 and Sweet Leaf Indica. With an aroma that blends notes of rose with ruby red grapefruit, this hybrid offers a divine flavor profile that brings justice to her name. Crystal-coated emerald buds are wrapped with vibrant amber hairs in a display as enticing as Green Goddess’ fragrance. Blissful euphoria rushes through the mind, bringing with it a surge of focus and intrigue while eradicating life’s stressors. "
Green-Haze,sativa,3.8,"Happy,Talkative,Creative,Focused,Hungry","Woody,Flowery,Earthy","Green Haze by A.C.E. Seeds is another version of their sativa Oldtimers Haze and takes after her Thai and South Indian ancestry. Like its Haze parentage, Green Haze is also upbeat and verging on psychedelic for some. This sativa plant is truly for someone who loves growing as it can take a full 16-20 weeks to flower. Green Haze grows tall and is a lookalike of Purple Haze except for, of course, the color. The flowers will have a woody smell mixed with fruit. Green Haze has a high potency and is good for tackling pain, though it may also inspire some serious snacking."
Green-Hornet,hybrid,4.2,"Euphoric,Uplifted,Relaxed,Giggly,Happy","Sweet,Woody,Pine",
Green-Kush,indica,3.8,"Euphoric,Hungry,Energetic,Relaxed,Focused","Citrus,Sweet,Earthy","Green Kush is the offspring of cannabis favorites Green Crack and Purple Kush. Dense with orange hair and a sweet pine aroma, this slightly indica-dominant strain begins with an upbeat cerebral effect before inducing a heavy body sensation. This plant has an intermediate growing difficulty but can thrive indoors or outdoors and matures at around 8 weeks. The end product will be shorter to average-sized plants with moderate yield."
Green-Lantern,sativa,4.6,"Uplifted,Energetic,Talkative,Focused,Hungry","Earthy,Pine,Citrus","Green Lantern is a mostly sativa strain whose undocumented history poses frustrations for genetic enthusiasts. While some rumors mark the 1960s as Green Lantern’s beginning, others tell us that Green Lantern is a newer strain that resulted from crossing Green Crack and White Rhino. Whatever its parentage may be, Green Lantern inherits mellow euphoric effects and a peppery pine aroma comparable to that of Jack Herer. Its aroma suggests the presence of caryophyllene and pinene, which are terpenes that fight inflammation and promote focus. "
Green-Line-Og,hybrid,5,"Happy,Relaxed,Sleepy,Hungry,Uplifted","Sweet,Lime,Skunk","Green Line OG by Cresco Labs is the offspring of Lime Skunk and Ghost OG. Notes of sweet citrus and forest floor fill the nose with a refreshing aroma. Inheriting both the uplifting nature of its Lime Skunk father and the potency of its Ghost OG mother, Green Line OG delivers equal parts mental clarity and physical comfort, offering consumers mood elevation while curbing aches and pain.   "
Green-Love-Potion,indica,4.1,"Creative,Hungry,Relaxed,Uplifted,Happy","Spicy/Herbal,Lavender,Sweet","Green Love Potion is an 80/20 indica-dominant strain that is surprisingly functional. This particular cut grows into a bouquet of green and purple leaves that emits an odor denoting its Lavender parentage. With a relatively clear-headed buzz, this strain works well for indica lovers seeking euphoria and a comforting relaxation in the body without being sedative. Patients prefer Green Love Potion for enhancing the mood and remedying mild physical pain. "
Green-Mango,indica,4.4,"Euphoric,Uplifted,Happy,Creative,Relaxed","Citrus,Earthy,Woody","Green Mango by Sumo Seeds is a tropical indica-dominant treat that took 2nd place in the “Hydro” category at the 2016 Highlife Cup in Amsterdam. It was created by crossing Master Skunk and Dr. Herer to create Master Jack, which was then crossed with Sumo’s ultra-stable Somango. These genetics give way to a pungent, bright terpene profile that manifests as a rich mango flavor with hints of citrus. The buzz is uplifting and cerebral while remaining indica-dominant, sparking creativity between the ears and stimulating conversation. Growers with restricted space will appreciate that Green Mango typically keeps its height below four feet while producing a yield upward of 550-750g/per plant.   "
Green-Monster,hybrid,3.7,"Happy,Relaxed,Uplifted,Hungry,Giggly","Earthy,Chemical,Tar",
Green-Poison,indica,4.2,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Sweet,Flowery,Earthy","Green Poison is a dangerously flavorful indica cross championed by Sweet Seeds. It pulls you in with a fruity and floral aroma, then delivers a potent dose of euphoria and body-numbing relaxation. Don’t be fooled by the lethal name: the only thing Green Poison kills is pain, insomnia, muscle spasms, and appetite loss. Growers should bear in mind that Green Poison is particularly susceptible to fungi, but those up to the challenge will want to wait 7 weeks for this indica to finish flowering indoors or near the end of September outside."
Green-Python,indica,4.3,"Sleepy,Euphoric,Happy,Relaxed,Tingly","Woody,Sweet,Earthy","Green Python is an indica-dominant strain bred by House of Funk Genetics that was created by cross-pollinating Burmese (from Bodhi Seeds) with a Green Crack clone. The resulting hybrid is full-bodied and known for its fast flowering cycle. The bite from Green Python is a blend of balanced effects that incite cerebral energy with a calm, relaxed body."
Green-Queen,hybrid,4.2,"Happy,Hungry,Energetic,Euphoric,Creative","Sweet,Citrus,Pine","Green Queen was bred by JB Dank Nugs and is the hybrid cross of Green Crack and Space Queen. Each of these strains has exceptional standalone effects, but when combined, their speedy and heady elements work in concert to create a strain greater than the sum of its parts. Green Queen’s aroma is skunky and subtly sweet, with hints of citrus and pepper on the finish. The effects are cerebral and euphoric without being overstimulating, though expect a notable boost of physical and mental energy. This bud is deep green with bright orange pistils. "
Green-Ribbon,hybrid,4.2,"Energetic,Happy,Focused,Creative,Talkative","Sweet,Earthy,Flowery","Green Ribbon is a 50/50 hybrid that tends towards the sativa side when it comes to effects; patients report an energetic, heady feeling when using it. Originating in San Jose, California, this strain includes some Green Crack but the status of the other parent is unknown, with Trainwreck, Afghanica, and White Rhino all contenders. The light green buds have a subtle floral scent and are slightly fruity, lending to an earthy taste. Green Ribbon generally has a high THC content around 18-20%."
Gremlin,hybrid,4.4,"Euphoric,Relaxed,Uplifted,Aroused,Sleepy","Sweet,Pungent,Citrus","A cross between King Louis XIII and Mogwai (White Fire Alien OG and ’09 Cookies crossed with a secret strain), Gremlin is a hybrid strain that carries the sweet scent of cookie dough and earthy pine. Heavy-handed euphoria and physical relief melts through the body, dulling pain and insomnia while sharpening the appetite."
Grilled-Cheese,hybrid,4.7,"Uplifted,Creative,Energetic,Euphoric,Focused","Cheese,Pepper,Pungent",Grilled Cheese is a cross of TGA/Subcool’s Cheese Quake and Colorado Seed Inc.’s Gupta Kush. This strain shows off cheesy terpenes with a hint of citrus on the finish. Expect a mellow buzz with meditative Kush elements. Use this pungent strain to help relieve mild to moderate physical discomfort and for mood enhancement. 
Grimace,indica,4.4,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Sweet,Pungent","Grimace is a mostly indica strain that brings to mind a large, conic purple character, one of the many off-putting mascots representing a well-known fast food hamburger franchise. The connection makes sense the moment you see the bulbous purple-hued buds produced by Grimace plants. Little is known about where this mysterious phenotype came from, but indica genetics are evident in Grimace's sedating, mellow effects."
Grimace-Og,indica,4.3,"Sleepy,Euphoric,Relaxed,Aroused,Happy","Pungent,Diesel,Spicy/Herbal","Grimace OG by Archive Seed Bank is an indica-dominant cross of Purple Urkle and Face Off BX1. This strain won 3rd place at the 2013 Los Angeles High Times Cannabis Cup, and descends from the original Purple Urkle from Humboldt County. Known to produce fast flowering plants thick with trichomes, Grimace OG emits a range of terpenes, from grapey sweetness to pungent, sour OG stank. Grimace OG’s classic OG effects offer relaxation and euphoria that is perfect for turning down stress and turning up your mood.   "
Grimmdica,indica,5,"Euphoric,Relaxed",,"Legendary Canadian breeders Brothers Grimm Seeds are back at it, reworking some of their original genetics and re-releasing classic seed lines that are hoarded and coveted by those in the know. With Grimmdica, they have crossed their heirloom Sensi Hash Plant with their favorite Afghani male to produce a truly old-school indica hybrid. The blissful, tranquilizing euphoria and rich, acrid hash flavor with hints of pine are sure to please lovers of classic indica strains everywhere."
